name,website,description,location,category,source_directory,employees,funding,domain
Sphingotec,https://www.sphingotec.com,Sphingotec,Germany,,https://www.f6s.com/companies/health-medical/germany/co,,,www.sphingotec.com
cns therapy ag,,cns therapy agWe make chronic pain patients pain-free using Therapy and Neuromodulation.,Germany,,https://www.f6s.com/companies/health-medical/germany/co,,,
GlucoFit,https://www.glucofit.de,"GlucoFitIntegrated, digital, personalized diabetes therapy",Germany,,https://www.f6s.com/companies/health-medical/germany/co,,,www.glucofit.de
dermanostic GmbH,,"dermanostic GmbHdermanostic - ""dermatologist via app""",Germany,,https://www.f6s.com/companies/health-medical/germany/co,,,
Munevo,https://munevo.com,Munevomunevo provides medical & assistive solutions based on smart glasses,Germany,,https://www.f6s.com/companies/health-medical/germany/co,,,munevo.com
Enzymaster,https://www.enzymaster.com,Enzymaster,Germany,,https://www.f6s.com/companies/health-medical/germany/co,,,www.enzymaster.com
Merz Pharma,,Merz PharmaLive better. Feel better. Look better.,Germany,,https://www.f6s.com/companies/health-medical/germany/co,,,
Skinuvita,https://www.skinuvita.com,SkinuvitaReinventing phototherapy by enabling tele-medical home treatment,Germany,,https://www.f6s.com/companies/health-medical/germany/co,,,www.skinuvita.com
DeinePflege,https://www.deinepflege.de,DeinePflegeCentral platform for all administration tasks around outpatient care.,Germany,,https://www.f6s.com/companies/health-medical/germany/co,,,www.deinepflege.de
wellabe GmbH,,"wellabe GmbHwellabe empowers people to live a better, healthier and longer life",Germany,,https://www.f6s.com/companies/health-medical/germany/co,,,
Kinfinity,,KinfinityRedefining Interactions,Germany,,https://www.f6s.com/companies/health-medical/germany/co,,,
Heartbeat Medical,,"Heartbeat MedicalLeverage patient-reported outcomes, clinical data, and real-world evidence.",Germany,,https://www.f6s.com/companies/health-medical/germany/co,,,
Audibene.de,,Audibene.deaudibene is the fastest-growing hearing care company ever.,Germany,,https://www.f6s.com/companies/health-medical/germany/co,,,
Doctorina,https://doctorina.com,"DoctorinaAI Doctor provides accurate AI diagnostics, consultations, and prescription",Germany,,https://www.f6s.com/companies/health-medical/germany/co,,,doctorina.com
Rhön-Klinikum,,Rhön-Klinikum,Germany,,https://www.f6s.com/companies/health-medical/germany/co,,,
Vivoryon Therapeutics,,Vivoryon TherapeuticsDevelopment of drugs for Alzheimer's disease,Germany,,https://www.f6s.com/companies/health-medical/germany/co,,,
EyeSense,https://www.eyesense.com,EyeSenseNext-generation glucose measuring devices,Germany,,https://www.f6s.com/companies/health-medical/germany/co,,,www.eyesense.com
Molecule AG,,Molecule AGWe propel science from lab to life,Germany,,https://www.f6s.com/companies/health-medical/germany/co,,,
Konsilmed,https://www.konsilmed.com,KonsilmedKonsilmed is a Germany Healthcare services company,Germany,,https://www.f6s.com/companies/health-medical/germany/co,,,www.konsilmed.com
Krankenhaus.de - Spitality GmbH,,Krankenhaus.de - Spitality GmbHBooking.com for hospitals,Germany,,https://www.f6s.com/companies/health-medical/germany/co,,,
Myo-care,https://www.myo-care.com,Myo-careCommunication Platform for the healthcare market,Germany,,https://www.f6s.com/companies/health-medical/germany/co,,,www.myo-care.com
Mindpax,,MindpaxMinpdax predicts relapses of mental health patients suffering from bipolar,Germany,,https://www.f6s.com/companies/health-medical/germany/co,,,
Vivira,https://www.vivira.com,ViviraYour prescription app for back pain,Germany,,https://www.f6s.com/companies/health-medical/germany/co,,,www.vivira.com
IoCare / RICA,,IoCare / RICARICA gives peace of mind to caregivers and security to the elderly caretake,Germany,,https://www.f6s.com/companies/health-medical/germany/co,,,
WM Therapeutics,,WM TherapeuticsWe make cancer therapeutics,Germany,,https://www.f6s.com/companies/health-medical/germany/co,,,
Epimune Diagnostics,,Epimune DiagnosticsPioneering Molecular Immune Cell Quantification,Germany,,https://www.f6s.com/companies/health-medical/germany/co,,,
Apriwell,https://www.apriwell.de,ApriwellEnabling vibrant lifes with human-first health solutions,Germany,,https://www.f6s.com/companies/health-medical/germany/co,,,www.apriwell.de
MeinDoc,,MeinDocE-health startup that improves patient's understanding of surgical problems,Germany,,https://www.f6s.com/companies/health-medical/germany/co,,,
m.Doc GmbH,,"m.Doc GmbHHolistic medical services at the ""point of care"" – anytime and anywhere",Germany,,https://www.f6s.com/companies/health-medical/germany/co,,,
Pflegli,,PflegliPflegli - We stop the huge lack of caregivers,Germany,,https://www.f6s.com/companies/health-medical/germany/co,,,
GeneHolistics,https://www.geneholistics.de,GeneHolisticsScientific Consulting in Systems Biology and Genomical Research,Germany,,https://www.f6s.com/companies/health-medical/germany/co,,,www.geneholistics.de
Braineffect,,BraineffectProducer of food products & supplements intended to optimize mental health.,Germany,,https://www.f6s.com/companies/health-medical/germany/co,,,
KiE-Health,https://www.kie-health.com,KiE-Health,Germany,,https://www.f6s.com/companies/health-medical/germany/co,,,www.kie-health.com
JustHealth,https://www.justhealth.com,JustHealthNext gen. monitoring and companion platform for personalized cancer care,Germany,,https://www.f6s.com/companies/health-medical/germany/co,,,www.justhealth.com
Doctari.de,,"Doctari.deWith you, we care.",Germany,,https://www.f6s.com/companies/health-medical/germany/co,,,
Karrierenetzwerk Ophtalmologie,,"Karrierenetzwerk OphtalmologieYour advice: competent, discreet & binding!",Germany,,https://www.f6s.com/companies/health-medical/germany/co,,,
meevo Healthcare GmbH,,meevo Healthcare GmbHThe modern medical supply store online and in Hamburg.,Germany,,https://www.f6s.com/companies/health-medical/germany/co,,,
Innomeda GmbH,,Innomeda GmbHKlinikradar.de - data-driven healthcare aggregator platform with >3M users.,Germany,,https://www.f6s.com/companies/health-medical/germany/co,,,
AkknaTek GmbH.,,AkknaTek GmbH.Ocular imaging system for cataract treatment,Germany,,https://www.f6s.com/companies/health-medical/germany/co,,,
Movacare,https://www.movacare.de,MovacareWe offer a wearable solution to tackle problems in elderly care,Germany,,https://www.f6s.com/companies/health-medical/germany/co,,,www.movacare.de
Zana Technologies GmbH,,Zana Technologies GmbHWe make healthcare talk human,Germany,,https://www.f6s.com/companies/health-medical/germany/co,,,
Empident,https://www.empident.de,EmpidentThe Fitbit for your Teeth - your companion for better oral health.,Germany,,https://www.f6s.com/companies/health-medical/germany/co,,,www.empident.de
10 M-sense – App against migraine becomes digital health app,https://www.bfarm.de/EN/MedicalDevices/DiGA/_node.html,"The e-health segment has been considered one of the up-and-coming topics in the startup scene for years. Digital transformation in the healthcare system is one of the major future issues of our time. The consequences of skills shortage, urbanization ",Germany,,https://www.spinlab.co/blog/10-promising-ehealth-startups-from-germany,,,www.bfarm.de
Written byLinh Pham,,"Written byLinh PhamLinh holds a master's degree in media and communications. In the past years, she has worked as an employee and freelancer in different editorial offices. Since 2020 she is part of the SpinLab team and is now responsible for public ",Germany,,https://www.spinlab.co/blog/10-promising-ehealth-startups-from-germany,,,
Drop in a comment,,Drop in a comment,Germany,,https://www.spinlab.co/blog/10-promising-ehealth-startups-from-germany,,,
Our Ecosystem,//bitroad.de?hsLang=en,Our Ecosystem,Germany,,https://www.spinlab.co/blog/10-promising-ehealth-startups-from-germany,,,bitroad.de
Popular Guides,,Popular GuidesStartup AcceleratorsPublic GrantsProduct Market FitCoworking SpacesStartup Logos,Germany,,https://www.spinlab.co/blog/10-promising-ehealth-startups-from-germany,,,
Featured,https://www.featured.de,Featured,Germany,,https://www.spinlab.co/blog/10-promising-ehealth-startups-from-germany,,,www.featured.de
Sign up for updates,,Sign up for updates,Germany,,https://www.spinlab.co/blog/10-promising-ehealth-startups-from-germany,,,
Digital Health Applications,https://www.bfarm.de/EN/MedicalDevices/DiGA/_node.html,"E-health is also one of the trend topics in the German start-up scene, especially after passing its Digital Care Act in 2019, introducing guidelines forDigital Health Applications(DiGA). Furthermore, ",Germany,,https://www.spinlab.co/blog/10-promising-ehealth-startups-from-germany,,,www.bfarm.de
VC investor Speedinvest,https://www.speedinvest.com/blog/digital-health-in-europe-reforms-are-accelerating-the-dach-market,"E-health is also one of the trend topics in the German start-up scene, especially after passing its Digital Care Act in 2019, introducing guidelines forDigital Health Applications(DiGA). Furthermore, ",Germany,,https://www.spinlab.co/blog/10-promising-ehealth-startups-from-germany,,,www.speedinvest.com
MedKitDoc,https://www.medkitdoc.de/,"Digital health startupMedKitDocis revolutionizing telemedicine by enabling digital physician treatments including diagnostics via the ""MedKitDoc"" platform. The platform is based on the combination of ",Germany,,https://www.spinlab.co/blog/10-promising-ehealth-startups-from-germany,,,www.medkitdoc.de
Mindance,https://www.mindance.de/,Mindanceoffers a digital solution to integrate research-based mental training into their customers' HR development and health promotion programs. The trainings contribute to the employees’ mental well,Germany,,https://www.spinlab.co/blog/10-promising-ehealth-startups-from-germany,,,www.mindance.de
Kenbi,https://www.kenbi.de/,"Although there are more and more people in need of care in Germany, there is a shortage of skilled workers everywhere. This is mainly due to the stressful working conditions and the endless bureaucrac",Germany,,https://www.spinlab.co/blog/10-promising-ehealth-startups-from-germany,,,www.kenbi.de
Zanadio,https://zanadio.de/?pk_cid=11436193194&pk_source=google&pk_medium=cpc&pk_content=474579060717&pk_keyword=aidhere&gclid=CjwKCAjwj6SEBhAOEiwAvFRuKI0RETDxqenJIFqqM9qsRHXjCzRi2EUad_SVcagU6uV0o_32TFa3hhoCFAcQAvD_BwE,"aidhere is a digital medicine company that aims to improve people's lives with the help of digital health apps. The start-up was founded in 2019. Last year the first product, the app zanadio was launc",Germany,,https://www.spinlab.co/blog/10-promising-ehealth-startups-from-germany,,,zanadio.de
Aumio,https://aumio.de/,"These founders address the mental health of children. The Corona crisis has helped raise awareness of this issue, but the problem is not new. Such mental distress can range from ADHD and school stress",Germany,,https://www.spinlab.co/blog/10-promising-ehealth-startups-from-germany,,,aumio.de
Mika,https://www.mitmika.de/,"A cancer diagnosis comes as a shock to most people. This makes it more important for those affected to have someone at their side immediately. With the help ofMika, patients can document how they are ",Germany,,https://www.spinlab.co/blog/10-promising-ehealth-startups-from-germany,,,www.mitmika.de
Fastic,https://fastic.com/,"Founded in 2019 in Dresden,Fasticis a healthy fasting app that supports users in leading a new, healthy lifestyle with intermittent fasting. The app offers users the opportunity to educate themselves ",Germany,,https://www.spinlab.co/blog/10-promising-ehealth-startups-from-germany,,,fastic.com
M-Sense,https://www.m-sense.de/,The World Health Organization ranks migraine among the ten most common health conditions. Berlin-based startup Newsenselab has developed an app that provides personalized and mobile migraine therapy. ,Germany,,https://www.spinlab.co/blog/10-promising-ehealth-startups-from-germany,,,www.m-sense.de
BITROAD Consulting,https://bitroad.de,BITROAD Consulting,Germany,,https://www.spinlab.co/blog/10-promising-ehealth-startups-from-germany,,,bitroad.de
Actemium,https://www.actemium.de/,Actemium,Germany,,https://www.spinlab.co/blog/10-promising-ehealth-startups-from-germany,,,www.actemium.de
AOK Plus,https://plus.aok.de/,AOK Plus,Germany,,https://www.spinlab.co/blog/10-promising-ehealth-startups-from-germany,,,plus.aok.de
CMS Hasche Sigle,http://www.cms-hs.com/,CMS Hasche Sigle,Germany,,https://www.spinlab.co/blog/10-promising-ehealth-startups-from-germany,,,www.cms-hs.com
CosiFan / Fujitsu,https://www.cosifan.de/,CosiFan / Fujitsu,Germany,,https://www.spinlab.co/blog/10-promising-ehealth-startups-from-germany,,,www.cosifan.de
Davaso,https://portal.davaso.de/portal/,Davaso,Germany,,https://www.spinlab.co/blog/10-promising-ehealth-startups-from-germany,,,portal.davaso.de
Deutsches Rotes Kreuz,https://drksachsen.de/,Deutsches Rotes Kreuz,Germany,,https://www.spinlab.co/blog/10-promising-ehealth-startups-from-germany,,,drksachsen.de
envia M,https://www.enviam-gruppe.de/unternehmen,envia M,Germany,,https://www.spinlab.co/blog/10-promising-ehealth-startups-from-germany,,,www.enviam-gruppe.de
EEX,https://www.eex.com/en/,EEX,Germany,,https://www.spinlab.co/blog/10-promising-ehealth-startups-from-germany,,,www.eex.com
Energieforen Leipzig,https://www.energieforen.de/startseite-efl,Energieforen Leipzig,Germany,,https://www.spinlab.co/blog/10-promising-ehealth-startups-from-germany,,,www.energieforen.de
Grazia Equity,http://www.grazia.com/,Grazia Equity,Germany,,https://www.spinlab.co/blog/10-promising-ehealth-startups-from-germany,,,www.grazia.com
HHL,https://www.hhl.de/,HHL,Germany,,https://www.spinlab.co/blog/10-promising-ehealth-startups-from-germany,,,www.hhl.de
KPMG,http://www.kpmg.com/,KPMG,Germany,,https://www.spinlab.co/blog/10-promising-ehealth-startups-from-germany,,,www.kpmg.com
LBBW,https://www.lbbw.de/,LBBW,Germany,,https://www.spinlab.co/blog/10-promising-ehealth-startups-from-germany,,,www.lbbw.de
LEAG,https://www.leag.de/,LEAG,Germany,,https://www.spinlab.co/blog/10-promising-ehealth-startups-from-germany,,,www.leag.de
Leipziger Gruppe,https://www.l.de/,Leipziger Gruppe,Germany,,https://www.spinlab.co/blog/10-promising-ehealth-startups-from-germany,,,www.l.de
Madsack Mediengruppe,http://www.madsack.de/,Madsack Mediengruppe,Germany,,https://www.spinlab.co/blog/10-promising-ehealth-startups-from-germany,,,www.madsack.de
Ostwerk,https://ost-werk.de/,Ostwerk,Germany,,https://www.spinlab.co/blog/10-promising-ehealth-startups-from-germany,,,ost-werk.de
Pava,https://pava.eu/,Pava,Germany,,https://www.spinlab.co/blog/10-promising-ehealth-startups-from-germany,,,pava.eu
Porsche,http://www.porsche.com/,Porsche,Germany,,https://www.spinlab.co/blog/10-promising-ehealth-startups-from-germany,,,www.porsche.com
SachsenEnergie,https://www.sachsenenergie.de/,SachsenEnergie,Germany,,https://www.spinlab.co/blog/10-promising-ehealth-startups-from-germany,,,www.sachsenenergie.de
Signal Iduna,https://www.signal-iduna.de/,Signal Iduna,Germany,,https://www.spinlab.co/blog/10-promising-ehealth-startups-from-germany,,,www.signal-iduna.de
Stadt Leipzig,http://www.leipzig.de/wirtschaft,Stadt Leipzig,Germany,,https://www.spinlab.co/blog/10-promising-ehealth-startups-from-germany,,,www.leipzig.de
Technologiegründerfonds Sachsen,http://www.tgfs.de/,Technologiegründerfonds Sachsen,Germany,,https://www.spinlab.co/blog/10-promising-ehealth-startups-from-germany,,,www.tgfs.de
Universitätsklinikum Leipzig,https://www.uniklinikum-leipzig.de/,Universitätsklinikum Leipzig,Germany,,https://www.spinlab.co/blog/10-promising-ehealth-startups-from-germany,,,www.uniklinikum-leipzig.de
VNG,https://vng.de/de,VNG,Germany,,https://www.spinlab.co/blog/10-promising-ehealth-startups-from-germany,,,vng.de
Follow,https://www.instagram.com/startuprise_eu/,Follow,Germany,,https://startuprise.co.uk/top-10-healthtech-startups-in-germany/,,,www.instagram.com
Daily Brief,https://www.dailybrief.de,Daily BriefStay on top Get the daily news from Startup Rise Europe in your inboxPlease leave this field empty.,Germany,,https://startuprise.co.uk/top-10-healthtech-startups-in-germany/,,,www.dailybrief.de
Orbem,https://startuprise.co.uk/top-10-healthtech-startups-in-netherland/,"What are HealthTech Startups?Healthtech startups are innovative companies operating at the intersection of healthcare and technology, leveraging advanced technological solutions to address and enhance various aspects of the healthcare industry. These",Germany,,https://startuprise.co.uk/top-10-healthtech-startups-in-germany/,,,startuprise.co.uk
Sport Alliance,https://startuprise.co.uk/top-10-healthtech-startups-in-malta/,"Founded in 2019 in Munich, Germany, by Pedro Gomez, Orbem is a trailblazer in health tech and AI. The startup has gained recognition for its AI-powered MRI platform designed for scanning biological samples. The mission at Orbem is to advance medical ",Germany,,https://startuprise.co.uk/top-10-healthtech-startups-in-germany/,,,startuprise.co.uk
AMSilk,https://startuprise.co.uk/top-10-healthtech-startups-in-poland/,"Top HealthTech Startups in Germany | Sport AllianceBased in Hamburg, Germany, Sport Alliance was founded in 2011 by Daniel Hanelt with a vision to create software solutions for gyms and fitness providers. The startup's mission is to empower fitness b",Germany,,https://startuprise.co.uk/top-10-healthtech-startups-in-germany/,,,startuprise.co.uk
CatalYm,https://startuprise.co.uk/top-10-healthtech-startups-in-slovakia/,"Founded in 2008 in Munich, Germany, AMSilk is a biofabrication and biotech startup that specializes in developing bio-fabricated silk protein materials. AMSilk's mission is rooted in leveraging nature's building blocks to create sustainable and advan",Germany,,https://startuprise.co.uk/top-10-healthtech-startups-in-germany/,,,startuprise.co.uk
Floy,https://startuprise.co.uk/top-10-healthtech-startups-in-slovenia/,"Top HealthTech Startups in Germany | CatalYmFounded in 2017 in Munich by Jorg Wischhusen, CatalYm is a pioneering player in innovative immunotherapies for cancer patients. The founders aimed to address unmet needs in cancer treatment through groundbr",Germany,,https://startuprise.co.uk/top-10-healthtech-startups-in-germany/,,,startuprise.co.uk
Habyt,https://www.floy.com/,"Top HealthTech Startups in Germany | FloyFounded in 2021 in Munich by Benedikt Schneider,Floyhas made strides in the intersection of health tech and biotech with its AI platform for radiology diagnostics. The founders aimed to enhance diagnostic capa",Germany,,https://startuprise.co.uk/top-10-healthtech-startups-in-germany/,,,www.floy.com
Ottonova,https://startuprise.co.uk/top-10-health-tech-startups-in-norway/,"Top HealthTech Startups in Germany | HabytEstablished in 2017 in Berlin, Germany, by Edoardo Moreni and Luca Bovone, Habyt has become a significant player in health tech and proptech & real estate. The founders' vision was to create and manage aesthe",Germany,,https://startuprise.co.uk/top-10-healthtech-startups-in-germany/,,,startuprise.co.uk
