url,domain,company_name,country,sector,description,discovery_source,quality_score,discovered_at,last_validated
https://www.europabio.org/industrial-biotech-council,europabio.org,Industrial Biotech Council - Europabio,Sweden,Biotech,"About us

What we do
Who we are

Governance
Staff
Vacancies




Members

EuropaBio Members
About Membership


How we work

Healthcare Biotechnology Council

Patient BioForum
Study – Impact of the EU’s",Validated list,0,2025-07-09T18:00:10.913256,2025-07-09T18:00:10.913258
https://www.astrazeneca.com,astrazeneca.com,AstraZeneca - Research-Based BioPharmaceutical Company,Sweden,Biotech,"AstraZeneca is a global, science-led biopharmaceutical business and our innovative medicines are used by millions of patients worldwide.",Validated list,0,2025-07-09T18:03:21.408482,2025-07-09T18:03:21.408486
https://www.ipsen.com,ipsen.com,Ipsen Global - A Biopharmaceutical Company - Innovation for Patient Care,International,Biotech,Ipsen is a global biopharmaceutical company focused on innovation and specialty care to improve the lives of patients around the world.,Validated list,0,2025-07-09T18:03:21.413991,2025-07-09T18:03:21.413993
https://www.europabio.org/european-biotech-week,europabio.org,European Biotech Week - Europabio,Sweden,Biotech,"About us

What we do
Who we are

Governance
Staff
Vacancies




Members

EuropaBio Members
About Membership


How we work

Healthcare Biotechnology Council

Patient BioForum
Study – Impact of the EU’s",Validated list,0,2025-07-09T18:03:21.419347,2025-07-09T18:03:21.419349
https://medica.de/en/Program/Conferences/MEDICA_MEDICINE_SPORTS_CONFERENCE,medica.de,MEDICA MEDICINE + SPORTS CONFERENCE - Information,Germany,General Healthcare,All information about the MEDICA MEDICINE + SPORTS CONFERENCE The MEDICA MEDICINE + SPORTS CONFERENCE (MMSC) brings together renowned sports physicians & sports scientists. Learn more about the progra,Validated list,0,2025-07-09T18:03:21.424763,2025-07-09T18:03:21.424764
https://www.discmedicine.com,discmedicine.com,Disc Medicine,Sweden,Biotech,Disc Medicine is a biopharmaceutical company dedicated to transforming the lives of patients with hematologic disorders.,Validated list,0,2025-07-09T18:03:21.430287,2025-07-09T18:03:21.430289
https://www.medexter.com,medexter.com,Medexter Healthcare - Home,Italy,General Healthcare,Medexter Healthcare develops and globally markets highly innovative clinical decision support solutions with clinically proven benefits for patients and institutions. Our portfolio includes a flexible,Validated list,0,2025-07-09T18:03:21.435490,2025-07-09T18:03:21.435492
https://www.philips.com/healthcare,philips.com,Philips healthcare: Innovative medical solutions - Philips,Germany,Medical Devices,"Improving people's health and well-being through meaningful innovation in hospital patient monitoring, diagnostic imaging, and enterprise informatics.",Validated list,0,2025-07-09T18:03:21.441363,2025-07-09T18:03:21.441367
https://www.europabio.org/study-impact-of-the-general-pharmaceutical-legislation,europabio.org,Impact of the EU’s General Pharmaceutical Legislation on Europe’s innovation ecosystem and biotechno,Spain,Biotech,"About us

What we do
Who we are

Governance
Staff
Vacancies




Members

EuropaBio Members
About Membership


How we work

Healthcare Biotechnology Council

Patient BioForum
Study – Impact of the EU’s",Validated list,0,2025-07-09T18:03:21.446807,2025-07-09T18:03:21.446810
https://www.sleepiz.com,sleepiz.com,Clinical Trial Monitoring - Sleepiz.com,Spain,Medical Devices,"Up to 100x more sleep and vital data sets at reduced cost *Compared to gold standard PSG Book a Demo Class IIa, CE-marked medical device Up to 100x more sle ...",Validated list,0,2025-07-09T18:03:21.452539,2025-07-09T18:03:21.452542
http://www.france-biotech.org,france-biotech.org,France Biotech - Les entrepreneurs de la HealthTech,France,Biotech,France Biotech est une association créée pour promouvoir le développement des start-up et des entreprises de l'innovation santé en France !,Validated list,0,2025-07-09T18:03:21.458442,2025-07-09T18:03:21.458445
https://medica.de/en/hot-topics/connected-care-medica,medica.de,Connected care: eHealth and mHealth at MEDICA,Germany,General Healthcare,Experience medical products at MEDICA that offer networked solutions to improve care.,Validated list,0,2025-07-09T18:03:21.463493,2025-07-09T18:03:21.463495
https://www.accurx.com,accurx.com,Accurx - The simple way to communicate about patient care,Sweden,General Healthcare,Accurx is the easy-to-use platform where patients and healthcare professionals communicate. Our software connects people across the system to make NHS professionals happier and patients healthier. Get,Validated list,0,2025-07-09T18:03:21.468833,2025-07-09T18:03:21.468836
https://medica.de/en/medtech-devices/medica-2024-live,medica.de,MEDICA 2024 live,Germany,General Healthcare,"During MEDICA 2024, our editorial team takes a dive into the world of medical technology. Be part of it on MEDICA-tradefair.com!",Validated list,0,2025-07-09T18:03:21.473935,2025-07-09T18:03:21.473937
https://www.takeda.at,takeda.at,"Takeda Österreich - Better Health, Brighter Future",Austria,General Healthcare,"Takeda ist ein patientenorientiertes, wertebasiertes globales biopharmazeutisches Unternehmen, das sich für eine bessere Gesundheit und eine bessere Zukunft von Menschen weltweit engagiert.",Validated list,0,2025-07-09T18:03:21.479079,2025-07-09T18:03:21.479080
https://www.ablynx.com,ablynx.com,NANOBODYÂ® Technology Platform - Sanofi,Germany,General Healthcare,"Discover how Sanofi, through its collaboration with Ablynx, is leading the way in nanobody technology, offering revolutionary treatments in healthcare.",Validated list,0,2025-07-09T18:03:21.485570,2025-07-09T18:03:21.485571
https://medica.de/en/digital-health/home,medica.de,Digital Health – diagnostics and therapy online - MEDICA Magazine,Germany,Mental Health,"Discover exciting interviews, articles and videos on medical AI, digital medical applications and more in our DIGITAL HEALTH Sphere!",Validated list,0,2025-07-09T18:03:21.490901,2025-07-09T18:03:21.490903
https://www.europabio.org/patient-bio-forum,europabio.org,Patient BioForum - Europabio,Sweden,Biotech,"About us

What we do
Who we are

Governance
Staff
Vacancies




Members

EuropaBio Members
About Membership


How we work

Healthcare Biotechnology Council

Patient BioForum
Study – Impact of the EU’s",Validated list,0,2025-07-09T18:03:21.496082,2025-07-09T18:03:21.496084
https://www.europabio.org/the-eu-biotech-act,europabio.org,The EU Biotech Act - Europabio,Sweden,Biotech,"About us

What we do
Who we are

Governance
Staff
Vacancies




Members

EuropaBio Members
About Membership


How we work

Healthcare Biotechnology Council

Patient BioForum
Study – Impact of the EU’s",Validated list,0,2025-07-09T18:03:21.501336,2025-07-09T18:03:21.501337
https://www.mindmaze.com,mindmaze.com,Home - MindMaze,Sweden,Medical Devices,"Medicine

MindPod
Intento
Toap Run


Care

MindMotion GO
MindMotion PRO


Monitor

Physilog
Brain Vitals


About

MindMaze
Clinical pipeline
Healthcare


Media
Testimonials
Careers
Contact",Validated list,0,2025-07-09T18:03:21.506561,2025-07-09T18:03:21.506563
https://www.fresenius-kabi.com,fresenius-kabi.com,Fresenius Kabi Global Website,France,General Healthcare,A global player in the world of healthcare: Fresenius Kabi! ▶ Learn more about our different expertise fields ✓ responsibilites ✓ career opportunities ✓,Validated list,0,2025-07-09T18:05:16.779021,2025-07-09T18:05:16.779024
https://www.fresenius.com,fresenius.com,Home - FSE,France,General Healthcare,"Main navigation



The Healthcare Group


Group Overview


Fresenius Kabi


Fresenius Helios


Management


Management Board


Supervisory Board


Corporate Governance


Compliance




Fields of Work
",Validated list,0,2025-07-09T18:05:16.784709,2025-07-09T18:05:16.784712
https://medica.de/en/Program/Special_shows_more/MEDICA_HOSPITAL_OF_THE_FUTURE,medica.de,MEDICA HOSPITAL OF THE FUTURE,Germany,General Healthcare,The 3 MEDICA special shows & symposia present the latest trends & innovations in medicine in a practical & interactive way. Learn more here.,Validated list,0,2025-07-09T18:05:16.789777,2025-07-09T18:05:16.789779
https://www.europabio.org/industrial-biotech-council,europabio.org,Industrial Biotech Council - Europabio,Sweden,Biotech,"About us

What we do
Who we are

Governance
Staff
Vacancies




Members

EuropaBio Members
About Membership


How we work

Healthcare Biotechnology Council

Patient BioForum
Study – Impact of the EU’s",Validated list,0,2025-07-09T18:05:16.795325,2025-07-09T18:05:16.795327
https://www.mediktor.com,mediktor.com,Mediktor,Germany,General Healthcare,Simplify patient management with an empathy-driven AI healthcare platform. Address healthcare concerns while saving time and optimizing resources.,Validated list,0,2025-07-09T18:05:16.800313,2025-07-09T18:05:16.800315
https://www.disior.com,disior.com,DISIOR - 3D Medical Imaging Software For Clinicians - Automated segmentation and 3D analysis of huma,Germany,Medical Imaging,"We develop 3D medical imaging software for clinicians, that removes the burden of segmentation and provides 3D anatomical analysis in minutes.",Validated list,0,2025-07-09T18:05:16.805642,2025-07-09T18:05:16.805643
https://www.indivior.com,indivior.com,Indivior - Global Pharmaceutical Company,Sweden,Biotech,Indivior is working to change patients lives by developing medicines to treat addiction and serious mental illnesses.,Validated list,0,2025-07-09T18:05:16.811065,2025-07-09T18:05:16.811067
https://www.healx.io,healx.io,Healx - AI drug discovery - Rare disease treatment,Germany,General Healthcare,At Healx we use AI drug discovery to develop new treatments for rare diseases. We bring treatments from prediction to patient.,Validated list,0,2025-07-09T18:05:16.816098,2025-07-09T18:05:16.816099
https://www.medica-tradefair.com/it/MEDICA_Home/International_Landingpages/MEDICA_Düsseldorf_(Germania)_-_Forum_Mondiale_per_la_Medicina,medica-tradefair.com,MEDICA Düsseldorf (Germania) - Forum Mondiale per la Medicina,Germany,General Healthcare,"World Forum for Medicine - International Trade Fair with Conferences and Forums for Medical Technology, Electromedicine, Laboratory Equipment, Diagnostics and Drugs. 13 to 16 November 2023, Düsseldorf",Validated list,0,2025-07-09T18:05:16.821307,2025-07-09T18:05:16.821308
https://www.roche.com,roche.com,Roche - Doing now what patients need next,Switzerland,General Healthcare,"As a pioneer in healthcare, we have been committed to improving lives since the company was founded in 1896 in Basel, Switzerland. Today, Roche creates innovative medicines and diagnostic tests that h",Validated list,0,2025-07-09T18:05:16.826373,2025-07-09T18:05:16.826375
https://www.mediq.com,mediq.com,Healthcare and homecare partner - Mediq,International,General Healthcare,"International company specialized in healthcare. We work with professionals, care facilities and GP’s to give patients the care and services they need.",Validated list,0,2025-07-09T18:05:16.831490,2025-07-09T18:05:16.831492
https://www.siemens-healthineers.com,siemens-healthineers.com,Siemens Healthineers - Corporate Home,Germany,General Healthcare,We pioneer breakthroughs in healthcare. For everyone. Everywhere. Sustainably. Discover more about our innovative medtech and the people behind it.,Validated list,0,2025-07-09T18:05:16.836681,2025-07-09T18:05:16.836683
https://www.ompharma.com,ompharma.com,OM Pharma - a global Geneva-based biopharmaceutical company - OM Pharma,Switzerland,Biotech,"OM Pharma is a global Geneva-based biopharmaceutical company. It is a leader in the prevention of recurrent respiratory and urinary tract infections, also active in the treatment of vascular diseases.",Validated list,0,2025-07-09T18:05:16.841918,2025-07-09T18:05:16.841920
https://www.actelion.com,actelion.com,Pulmonary arterial hypertension,Netherlands,Medical Devices,"Discover J&J






Medicines & therapies 






Medical devices & technology 












Discover J&J






Medicines & therapies 






Medical devices & technology 











News 






Investors",Validated list,0,2025-07-09T18:05:16.846903,2025-07-09T18:05:16.846905
https://www.dnalytics.com,dnalytics.com,DNAlytics - Data-Driven Healthcare,Spain,Biotech,"Pharma, Biotech, Medtech companies, Hospitals and Researchers boost their activity thanks to our data sciences expertise and our knowledge of their business.",Validated list,0,2025-07-09T18:05:16.852779,2025-07-09T18:05:16.852780
https://www.europabio.org/healthcare-biotech-council,europabio.org,Healthcare Biotechnology Council - Europabio,Sweden,Biotech,"About us

What we do
Who we are

Governance
Staff
Vacancies




Members

EuropaBio Members
About Membership


How we work

Healthcare Biotechnology Council

Patient BioForum
Study – Impact of the EU’s",Validated list,0,2025-07-09T18:05:16.858796,2025-07-09T18:05:16.858798
http://www.france-biotech.org,france-biotech.org,France Biotech - Les entrepreneurs de la HealthTech,France,Biotech,France Biotech est une association créée pour promouvoir le développement des start-up et des entreprises de l'innovation santé en France !,Validated list,0,2025-07-09T18:07:17.381271,2025-07-09T18:07:17.381275
https://www.europabio.org/healthcare-biotech-council,europabio.org,Healthcare Biotechnology Council - Europabio,Sweden,Biotech,"About us

What we do
Who we are

Governance
Staff
Vacancies




Members

EuropaBio Members
About Membership


How we work

Healthcare Biotechnology Council

Patient BioForum
Study – Impact of the EU’s",Validated list,0,2025-07-09T18:07:17.386793,2025-07-09T18:07:17.386795
https://www.ompharma.com,ompharma.com,OM Pharma - a global Geneva-based biopharmaceutical company - OM Pharma,Switzerland,Biotech,"OM Pharma is a global Geneva-based biopharmaceutical company. It is a leader in the prevention of recurrent respiratory and urinary tract infections, also active in the treatment of vascular diseases.",Validated list,0,2025-07-09T18:07:17.391679,2025-07-09T18:07:17.391681
https://www.europabio.org/study-impact-of-the-general-pharmaceutical-legislation,europabio.org,Impact of the EU’s General Pharmaceutical Legislation on Europe’s innovation ecosystem and biotechno,Spain,Biotech,"About us

What we do
Who we are

Governance
Staff
Vacancies




Members

EuropaBio Members
About Membership


How we work

Healthcare Biotechnology Council

Patient BioForum
Study – Impact of the EU’s",Validated list,0,2025-07-09T18:07:17.396910,2025-07-09T18:07:17.396911
https://www.europabio.org/biotechnology-in-our-lives,europabio.org,Biotechnology in our Lives - Europabio,Sweden,Biotech,"About us

What we do
Who we are

Governance
Staff
Vacancies




Members

EuropaBio Members
About Membership


How we work

Healthcare Biotechnology Council

Patient BioForum
Study – Impact of the EU’s",Validated list,0,2025-07-09T18:07:17.401966,2025-07-09T18:07:17.401968
https://www.amboss.com,amboss.com,AMBOSS: medical knowledge platform for doctors and students,Spain,General Healthcare,AMBOSS: The digital medical resource that supports physicians in the hospital and students in the classroom. Ideal clinical companion & exam prep tool.,Validated list,0,2025-07-09T18:07:17.406896,2025-07-09T18:07:17.406897
https://www.mindpeak.ai,mindpeak.ai,Mindpeak - Making Diagnosis Easier with Artificial Intelligence for Clinical Pathology,Germany,AI/ML Health,"Harnessing the power of Artificial Intelligence and machine learning, Mindpeak products can help make pathology diagnosis faster and more accurate.",Validated list,0,2025-07-09T18:07:17.413184,2025-07-09T18:07:17.413186
https://www.europabio.org/the-eu-biotech-act,europabio.org,The EU Biotech Act - Europabio,Sweden,Biotech,"About us

What we do
Who we are

Governance
Staff
Vacancies




Members

EuropaBio Members
About Membership


How we work

Healthcare Biotechnology Council

Patient BioForum
Study – Impact of the EU’s",Validated list,0,2025-07-09T18:07:17.418299,2025-07-09T18:07:17.418301
