url,discovery_method,status,category
https://mymedic.ch,Generated Domain,Discovered,Potential Health Tech
https://healthcareservices.be,Generated Domain,Discovered,Potential Health Tech
https://systemscare.ch,Generated Domain,Discovered,Potential Health Tech
https://emedicine.uk,Generated Domain,Discovered,Potential Health Tech
https://health-service.co.uk,Generated Domain,Discovered,Potential Health Tech
https://www.dompé.com,European Health Tech,Discovered,European Health Tech
https://serviceshealthcare.se,Generated Domain,Discovered,Potential Health Tech
https://hospital-app.uk,Generated Domain,Discovered,Potential Health Tech
https://therapyapp.com,Generated Domain,Discovered,Potential Health Tech
https://www.ikk-classic.de,German Health Tech,Discovered,German Health Tech
https://solutionsdoctor.dk,Generated Domain,Discovered,Potential Health Tech
https://servicetreatment.com,Generated Domain,Discovered,Potential Health Tech
https://getclinic.ch,Generated Domain,Discovered,Potential Health Tech
https://ehealth.com,Generated Domain,Discovered,Potential Health Tech
https://medicineservices.co.uk,Generated Domain,Discovered,Potential Health Tech
https://www.everlywell.de,German Health Tech,Discovered,German Health Tech
https://www.correvio.com,European Health Tech,Discovered,European Health Tech
https://denton-systems.de/,User Hardcoded,Discovered,Verified Health Tech
https://careservice.se,Generated Domain,Discovered,Potential Health Tech
https://thetreatment.dk,Generated Domain,Discovered,Potential Health Tech
https://www.precise.se,European Health Tech,Discovered,European Health Tech
https://careapp.it,Generated Domain,Discovered,Potential Health Tech
https://care-service.nl,Generated Domain,Discovered,Potential Health Tech
https://platformhospital.it,Generated Domain,Discovered,Potential Health Tech
https://treatmentservice.at,Generated Domain,Discovered,Potential Health Tech
https://medical-solutions.nl,Generated Domain,Discovered,Potential Health Tech
https://doctor-services.uk,Generated Domain,Discovered,Potential Health Tech
https://medical-technology.uk,Generated Domain,Discovered,Potential Health Tech
https://apphospital.com,Generated Domain,Discovered,Potential Health Tech
https://clinicservices.dk,Generated Domain,Discovered,Potential Health Tech
https://healthcare-solutions.dk,Generated Domain,Discovered,Potential Health Tech
https://healthcareplatform.dk,Generated Domain,Discovered,Potential Health Tech
https://clinic-technology.it,Generated Domain,Discovered,Potential Health Tech
https://www.dimdi.de,German Health Tech,Discovered,German Health Tech
https://www.oryzon.com,European Health Tech,Discovered,European Health Tech
https://getdoc.de,Generated Domain,Discovered,Potential Health Tech
https://www.neotiv.de,German Health Tech,Discovered,German Health Tech
https://getdoctor.dk,Generated Domain,Discovered,Potential Health Tech
https://technologytherapy.it,Generated Domain,Discovered,Potential Health Tech
https://www.temedica.com,German Health Tech,Discovered,German Health Tech
https://www.merus.nl,European Health Tech,Discovered,European Health Tech
https://hospitalplatform.co.uk,Generated Domain,Discovered,Potential Health Tech
https://medicalapp.ch,Generated Domain,Discovered,Potential Health Tech
https://thetherapy.be,Generated Domain,Discovered,Potential Health Tech
https://technologyhealthcare.ch,Generated Domain,Discovered,Potential Health Tech
https://health-services.nl,Generated Domain,Discovered,Potential Health Tech
https://servicehealthcare.com,Generated Domain,Discovered,Potential Health Tech
https://www.minimed.de,German Health Tech,Discovered,German Health Tech
https://servicesclinic.dk,Generated Domain,Discovered,Potential Health Tech
https://www.medconfidential.org,European Health Tech,Discovered,European Health Tech
https://getmedicine.nl,Generated Domain,Discovered,Potential Health Tech
https://www.healthmeapp.de/de/,User Hardcoded,Discovered,Verified Health Tech
https://www.4sc.com,German Health Tech,Discovered,German Health Tech
https://appcare.ch,Generated Domain,Discovered,Potential Health Tech
https://www.orexo.com,European Health Tech,Discovered,European Health Tech
https://clinic-systems.dk,Generated Domain,Discovered,Potential Health Tech
https://www.servier.com,European Health Tech,Discovered,European Health Tech
https://medicaltechnology.be,Generated Domain,Discovered,Potential Health Tech
https://patient-solutions.de,Generated Domain,Discovered,Potential Health Tech
https://breathment.com/,User Hardcoded,Discovered,Verified Health Tech
https://www.pharmap.it,European Health Tech,Discovered,European Health Tech
https://medical-technology.co.uk,Generated Domain,Discovered,Potential Health Tech
https://physician-services.se,Generated Domain,Discovered,Potential Health Tech
https://mycare.se,Generated Domain,Discovered,Potential Health Tech
https://www.biotronik.com,German Health Tech,Discovered,German Health Tech
https://www.sanvartis.com,German Health Tech,Discovered,German Health Tech
https://solutionshealthcare.at,Generated Domain,Discovered,Potential Health Tech
https://platformmedic.dk,Generated Domain,Discovered,Potential Health Tech
https://www.barmer.de,German Health Tech,Discovered,German Health Tech
https://platformcare.it,Generated Domain,Discovered,Potential Health Tech
https://docservices.ch,Generated Domain,Discovered,Potential Health Tech
https://techmedicine.nl,Generated Domain,Discovered,Potential Health Tech
https://technologydoc.dk,Generated Domain,Discovered,Potential Health Tech
https://www.medikamente-per-klick.de,German Health Tech,Discovered,German Health Tech
https://medicalplatform.be,Generated Domain,Discovered,Potential Health Tech
https://doctortechnology.de,Generated Domain,Discovered,Potential Health Tech
https://physician-technology.nl,Generated Domain,Discovered,Potential Health Tech
https://healthcare-platform.it,Generated Domain,Discovered,Potential Health Tech
https://www.dottori.it,European Health Tech,Discovered,European Health Tech
https://brea.app/,User Hardcoded,Discovered,Verified Health Tech
https://www.regionh.dk,European Health Tech,Discovered,European Health Tech
https://www.kry.de,German Health Tech,Discovered,German Health Tech
https://www.doveecomemicuro.it,European Health Tech,Discovered,European Health Tech
https://servicecare.dk,Generated Domain,Discovered,Potential Health Tech
https://www.brainjo.de/,User Hardcoded,Discovered,Verified Health Tech
https://www.fernarzt.com,German Health Tech,Discovered,German Health Tech
https://healthcare-systems.de,Generated Domain,Discovered,Potential Health Tech
https://gettherapy.co.uk,Generated Domain,Discovered,Potential Health Tech
https://servicemedic.de,Generated Domain,Discovered,Potential Health Tech
https://healthcaresolutions.com,Generated Domain,Discovered,Potential Health Tech
https://itreatment.se,Generated Domain,Discovered,Potential Health Tech
https://www.medecinsdegarde.fr,European Health Tech,Discovered,European Health Tech
https://medical-solutions.de,Generated Domain,Discovered,Potential Health Tech
https://health-app.nl,Generated Domain,Discovered,Potential Health Tech
https://gotherapy.uk,Generated Domain,Discovered,Potential Health Tech
https://www.zorgverzekeringslijn.nl,European Health Tech,Discovered,European Health Tech
https://servicehealthcare.ch,Generated Domain,Discovered,Potential Health Tech
https://patient-systems.at,Generated Domain,Discovered,Potential Health Tech
https://www.doctolib.fr,European Health Tech,Discovered,European Health Tech
https://healthcaretechnology.fr,Generated Domain,Discovered,Potential Health Tech
https://physician-systems.fr,Generated Domain,Discovered,Potential Health Tech
https://24medicine.dk,Generated Domain,Discovered,Potential Health Tech
https://themed.de,Generated Domain,Discovered,Potential Health Tech
https://medicineservice.co.uk,Generated Domain,Discovered,Potential Health Tech
https://clinic-systems.fr,Generated Domain,Discovered,Potential Health Tech
https://icare.dk,Generated Domain,Discovered,Potential Health Tech
https://visioncheckout.com/,User Hardcoded,Discovered,Verified Health Tech
https://thedoctor.it,Generated Domain,Discovered,Potential Health Tech
https://theclinic.de,Generated Domain,Discovered,Potential Health Tech
https://technologyhealth.ch,Generated Domain,Discovered,Potential Health Tech
https://healthcareservice.co.uk,Generated Domain,Discovered,Potential Health Tech
https://servicesdoc.com,Generated Domain,Discovered,Potential Health Tech
https://www.bayer.com,Major Companies,Discovered,Established Health/Pharma
https://www.ada.com,German Health Tech,Discovered,German Health Tech
https://www.lloyds.it,European Health Tech,Discovered,European Health Tech
https://systemsmedic.se,Generated Domain,Discovered,Potential Health Tech
https://medtech.com,Generated Domain,Discovered,Potential Health Tech
https://mymedical.co.uk,Generated Domain,Discovered,Potential Health Tech
https://www.blackford.ai,German Health Tech,Discovered,German Health Tech
https://themed.co.uk,Generated Domain,Discovered,Potential Health Tech
https://docapp.com,Generated Domain,Discovered,Potential Health Tech
https://getclinic.at,Generated Domain,Discovered,Potential Health Tech
https://mymed.co.uk,Generated Domain,Discovered,Potential Health Tech
https://fyzo.de/assistant/,User Hardcoded,Discovered,Verified Health Tech
https://www.help-app.de/,User Hardcoded,Discovered,Verified Health Tech
https://www.aliva.de,German Health Tech,Discovered,German Health Tech
https://godoc.se,Generated Domain,Discovered,Potential Health Tech
https://platformhospital.at,Generated Domain,Discovered,Potential Health Tech
https://ihealth.co.uk,Generated Domain,Discovered,Potential Health Tech
https://www.mint-medical.com,German Health Tech,Discovered,German Health Tech
https://www.kaia-health.com,German Health Tech,Discovered,German Health Tech
https://hospitalservice.uk,Generated Domain,Discovered,Potential Health Tech
https://servicesdoctor.fr,Generated Domain,Discovered,Potential Health Tech
https://www.css.ch,European Health Tech,Discovered,European Health Tech
https://solutionsdoctor.fr,Generated Domain,Discovered,Potential Health Tech
https://www.gsk.com,European Health Tech,Discovered,European Health Tech
https://medictechnology.de,Generated Domain,Discovered,Potential Health Tech
https://physicianservice.de,Generated Domain,Discovered,Potential Health Tech
https://www.doktor.se,European Health Tech,Discovered,European Health Tech
https://www.leo-pharma.com,European Health Tech,Discovered,European Health Tech
https://careservice.uk,Generated Domain,Discovered,Potential Health Tech
https://www.zavamed.com,German Health Tech,Discovered,German Health Tech
https://healthcaretech.de,Generated Domain,Discovered,Potential Health Tech
https://www.esteve.com,European Health Tech,Discovered,European Health Tech
https://healthsolutions.nl,Generated Domain,Discovered,Potential Health Tech
https://gocare.be,Generated Domain,Discovered,Potential Health Tech
https://solutionsclinic.co.uk,Generated Domain,Discovered,Potential Health Tech
https://techpatient.fr,Generated Domain,Discovered,Potential Health Tech
https://doc-tech.uk,Generated Domain,Discovered,Potential Health Tech
https://www.vardguiden.se,European Health Tech,Discovered,European Health Tech
https://patientservices.ch,Generated Domain,Discovered,Potential Health Tech
https://therapyservice.de,Generated Domain,Discovered,Potential Health Tech
https://medicine-services.it,Generated Domain,Discovered,Potential Health Tech
https://medicalsolutions.fr,Generated Domain,Discovered,Potential Health Tech
https://www.argenx.com,European Health Tech,Discovered,European Health Tech
https://hospitalservices.uk,Generated Domain,Discovered,Potential Health Tech
https://www.fidia.it,European Health Tech,Discovered,European Health Tech
https://medictech.it,Generated Domain,Discovered,Potential Health Tech
https://solutionshealth.uk,Generated Domain,Discovered,Potential Health Tech
https://techtreatment.co.uk,Generated Domain,Discovered,Potential Health Tech
https://www.kbv.de,German Health Tech,Discovered,German Health Tech
https://www.newsenselab.com,German Health Tech,Discovered,German Health Tech
https://www.sundhedsstyrelsen.dk,European Health Tech,Discovered,European Health Tech
https://www.mindpeak.ai,German Health Tech,Discovered,German Health Tech
https://servicemedicine.uk,Generated Domain,Discovered,Potential Health Tech
https://therapytech.ch,Generated Domain,Discovered,Potential Health Tech
https://serviceshealthcare.com,Generated Domain,Discovered,Potential Health Tech
https://www.cellavision.se,European Health Tech,Discovered,European Health Tech
https://healthcare-tech.nl,Generated Domain,Discovered,Potential Health Tech
https://www.promofarma.com,European Health Tech,Discovered,European Health Tech
https://www.health.fgov.be,European Health Tech,Discovered,European Health Tech
https://physician-solutions.ch,Generated Domain,Discovered,Potential Health Tech
https://med-systems.co.uk,Generated Domain,Discovered,Potential Health Tech
https://de.caona.eu/,User Hardcoded,Discovered,Verified Health Tech
https://thephysician.de,Generated Domain,Discovered,Potential Health Tech
https://ehealth.de,Generated Domain,Discovered,Potential Health Tech
https://www.zorgdomein.com,European Health Tech,Discovered,European Health Tech
https://medicinesolutions.nl,Generated Domain,Discovered,Potential Health Tech
https://physician-tech.uk,Generated Domain,Discovered,Potential Health Tech
https://www.hellobetter.de,German Health Tech,Discovered,German Health Tech
https://clinic-services.dk,Generated Domain,Discovered,Potential Health Tech
https://therapysolutions.nl,Generated Domain,Discovered,Potential Health Tech
https://treatment-services.se,Generated Domain,Discovered,Potential Health Tech
https://mydoctor.com,Generated Domain,Discovered,Potential Health Tech
https://thehealth.co.uk,Generated Domain,Discovered,Potential Health Tech
https://appmedical.com,Generated Domain,Discovered,Potential Health Tech
https://24care.co.uk,Generated Domain,Discovered,Potential Health Tech
https://hospitalsolutions.be,Generated Domain,Discovered,Potential Health Tech
https://therapysolutions.ch,Generated Domain,Discovered,Potential Health Tech
https://techtherapy.fr,Generated Domain,Discovered,Potential Health Tech
https://www.straumann.com,European Health Tech,Discovered,European Health Tech
https://www.hookipa.com,European Health Tech,Discovered,European Health Tech
https://www.newside.it,European Health Tech,Discovered,European Health Tech
https://www.farmacia24.es,European Health Tech,Discovered,European Health Tech
https://www.phenex-pharma.com,German Health Tech,Discovered,German Health Tech
https://www.apotek.se,European Health Tech,Discovered,European Health Tech
https://24health.ch,Generated Domain,Discovered,Potential Health Tech
https://eclinic.dk,Generated Domain,Discovered,Potential Health Tech
https://therapy-tech.fr,Generated Domain,Discovered,Potential Health Tech
https://healthcare-systems.at,Generated Domain,Discovered,Potential Health Tech
https://www.guidecare.de/,User Hardcoded,Discovered,Verified Health Tech
https://hospital-app.ch,Generated Domain,Discovered,Potential Health Tech
https://therapysystems.be,Generated Domain,Discovered,Potential Health Tech
https://www.doctorly.de,German Health Tech,Discovered,German Health Tech
https://www.arztlena.com/,User Hardcoded,Discovered,Verified Health Tech
https://medical-tech.nl,Generated Domain,Discovered,Potential Health Tech
https://www.medadom.com,European Health Tech,Discovered,European Health Tech
https://www.ambu.com,European Health Tech,Discovered,European Health Tech
https://hospital-systems.com,Generated Domain,Discovered,Potential Health Tech
https://patienttechnology.dk,Generated Domain,Discovered,Potential Health Tech
https://www.innogenetics.com,European Health Tech,Discovered,European Health Tech
https://clinicservices.at,Generated Domain,Discovered,Potential Health Tech
https://www.amicafarmacia.com,European Health Tech,Discovered,European Health Tech
https://www.laeger.dk,European Health Tech,Discovered,European Health Tech
https://www.motognosis.com,German Health Tech,Discovered,German Health Tech
https://www.draeger.com,German Health Tech,Discovered,German Health Tech
https://clinicplatform.it,Generated Domain,Discovered,Potential Health Tech
https://physiciansolutions.se,Generated Domain,Discovered,Potential Health Tech
https://www.siegfried.ch,European Health Tech,Discovered,European Health Tech
https://healthcaretechnology.at,Generated Domain,Discovered,Potential Health Tech
https://docsystems.be,Generated Domain,Discovered,Potential Health Tech
https://treatmentapp.se,Generated Domain,Discovered,Potential Health Tech
https://www.careanimations.de/,User Hardcoded,Discovered,Verified Health Tech
https://www.benevolent.ai,Unicorns/Scale-ups,Discovered,High-Value Health Tech
https://techmed.ch,Generated Domain,Discovered,Potential Health Tech
https://solutionsmedicine.se,Generated Domain,Discovered,Potential Health Tech
https://www.thryve.health,German Health Tech,Discovered,German Health Tech
https://med-platform.fr,Generated Domain,Discovered,Potential Health Tech
https://www.ipsen.com,European Health Tech,Discovered,European Health Tech
https://clinicsolutions.co.uk,Generated Domain,Discovered,Potential Health Tech
https://doctorservices.be,Generated Domain,Discovered,Potential Health Tech
https://caretech.co.uk,Generated Domain,Discovered,Potential Health Tech
https://appdoc.fr,Generated Domain,Discovered,Potential Health Tech
https://www.kry.se,European Health Tech,Discovered,European Health Tech
https://health-app.fr,Generated Domain,Discovered,Potential Health Tech
https://servicespatient.fr,Generated Domain,Discovered,Potential Health Tech
https://itreatment.nl,Generated Domain,Discovered,Potential Health Tech
https://medicaltech.se,Generated Domain,Discovered,Potential Health Tech
https://godoctor.se,Generated Domain,Discovered,Potential Health Tech
https://medapp.uk,Generated Domain,Discovered,Potential Health Tech
https://servicehospital.de,Generated Domain,Discovered,Potential Health Tech
https://www.mondocteur.fr,European Health Tech,Discovered,European Health Tech
https://medical-tech.uk,Generated Domain,Discovered,Potential Health Tech
https://techclinic.ch,Generated Domain,Discovered,Potential Health Tech
https://healthcaresystems.be,Generated Domain,Discovered,Potential Health Tech
https://treatment-platform.dk,Generated Domain,Discovered,Potential Health Tech
https://physicianplatform.ch,Generated Domain,Discovered,Potential Health Tech
https://platformpatient.fr,Generated Domain,Discovered,Potential Health Tech
https://www.cynteract.com/de/rehabilitation,User Hardcoded,Discovered,Verified Health Tech
https://physician-platform.dk,Generated Domain,Discovered,Potential Health Tech
https://www.hellocare.com,European Health Tech,Discovered,European Health Tech
https://docsystems.uk,Generated Domain,Discovered,Potential Health Tech
https://medicine-services.uk,Generated Domain,Discovered,Potential Health Tech
https://www.charite.de,German Health Tech,Discovered,German Health Tech
https://therapytechnology.fr,Generated Domain,Discovered,Potential Health Tech
https://therapyservice.nl,Generated Domain,Discovered,Potential Health Tech
https://www.nice.org.uk,European Health Tech,Discovered,European Health Tech
https://www.ottobock.com,German Health Tech,Discovered,German Health Tech
https://www.patient.co.uk,European Health Tech,Discovered,European Health Tech
https://www.almirall.com,European Health Tech,Discovered,European Health Tech
https://platformdoc.com,Generated Domain,Discovered,Potential Health Tech
https://ehealth.nl,Generated Domain,Discovered,Potential Health Tech
https://care-service.co.uk,Generated Domain,Discovered,Potential Health Tech
https://docsolutions.se,Generated Domain,Discovered,Potential Health Tech
https://systemsdoctor.se,Generated Domain,Discovered,Potential Health Tech
https://www.biocartis.com,European Health Tech,Discovered,European Health Tech
https://healthcareservices.nl,Generated Domain,Discovered,Potential Health Tech
https://healthservice.de,Generated Domain,Discovered,Potential Health Tech
https://serviceclinic.be,Generated Domain,Discovered,Potential Health Tech
https://www.versandapo.de,German Health Tech,Discovered,German Health Tech
https://medicservice.dk,Generated Domain,Discovered,Potential Health Tech
https://medicinetech.fr,Generated Domain,Discovered,Potential Health Tech
https://medplatform.co.uk,Generated Domain,Discovered,Potential Health Tech
https://medicinesolutions.dk,Generated Domain,Discovered,Potential Health Tech
https://platformhealth.it,Generated Domain,Discovered,Potential Health Tech
https://www.ascenion.de,German Health Tech,Discovered,German Health Tech
https://med-tech.de,Generated Domain,Discovered,Potential Health Tech
https://systemsmed.com,Generated Domain,Discovered,Potential Health Tech
https://www.actimi.com,User Hardcoded,Discovered,Verified Health Tech
https://www.cun.es,European Health Tech,Discovered,European Health Tech
https://health-services.se,Generated Domain,Discovered,Potential Health Tech
https://techdoc.ch,Generated Domain,Discovered,Potential Health Tech
https://www.mapfre.es,European Health Tech,Discovered,European Health Tech
https://www.maiia.com,European Health Tech,Discovered,European Health Tech
https://med-systems.com,Generated Domain,Discovered,Potential Health Tech
https://www.teva.com,Major Companies,Discovered,Established Health/Pharma
https://medicsystems.at,Generated Domain,Discovered,Potential Health Tech
https://solutionsdoctor.de,Generated Domain,Discovered,Potential Health Tech
https://servicehealthcare.it,Generated Domain,Discovered,Potential Health Tech
https://www.angelini.it,European Health Tech,Discovered,European Health Tech
https://technologyhealthcare.dk,Generated Domain,Discovered,Potential Health Tech
https://servicesdoctor.ch,Generated Domain,Discovered,Potential Health Tech
https://docapp.dk,Generated Domain,Discovered,Potential Health Tech
https://myphysician.uk,Generated Domain,Discovered,Potential Health Tech
https://technologydoc.de,Generated Domain,Discovered,Potential Health Tech
https://www.glaice.de/,User Hardcoded,Discovered,Verified Health Tech
https://ihospital.fr,Generated Domain,Discovered,Potential Health Tech
https://docservices.nl,Generated Domain,Discovered,Potential Health Tech
https://health-systems.be,Generated Domain,Discovered,Potential Health Tech
https://care-technology.co.uk,Generated Domain,Discovered,Potential Health Tech
https://www.thrombogenics.com,European Health Tech,Discovered,European Health Tech
https://www.sobi.com,European Health Tech,Discovered,European Health Tech
https://docsystems.dk,Generated Domain,Discovered,Potential Health Tech
https://health-solutions.dk,Generated Domain,Discovered,Potential Health Tech
https://ipatient.nl,Generated Domain,Discovered,Potential Health Tech
https://care-app.dk,Generated Domain,Discovered,Potential Health Tech
https://gohospital.dk,Generated Domain,Discovered,Potential Health Tech
https://healthcaretech.fr,Generated Domain,Discovered,Potential Health Tech
https://www.comparis.ch,European Health Tech,Discovered,European Health Tech
https://medicservices.at,Generated Domain,Discovered,Potential Health Tech
https://patientplatform.nl,Generated Domain,Discovered,Potential Health Tech
https://www.fitwhit.de,User Hardcoded,Discovered,Verified Health Tech
https://med-solutions.com,Generated Domain,Discovered,Potential Health Tech
https://physician-systems.at,Generated Domain,Discovered,Potential Health Tech
https://www.ferrer.com,European Health Tech,Discovered,European Health Tech
https://thephysician.be,Generated Domain,Discovered,Potential Health Tech
https://doctortechnology.uk,Generated Domain,Discovered,Potential Health Tech
https://clinictech.co.uk,Generated Domain,Discovered,Potential Health Tech
https://therapy-tech.be,Generated Domain,Discovered,Potential Health Tech
https://techhospital.fr,Generated Domain,Discovered,Potential Health Tech
https://medicalservices.de,Generated Domain,Discovered,Potential Health Tech
https://care-solutions.at,Generated Domain,Discovered,Potential Health Tech
https://www.rki.de,German Health Tech,Discovered,German Health Tech
https://www.mithra.com,European Health Tech,Discovered,European Health Tech
https://gettreatment.at,Generated Domain,Discovered,Potential Health Tech
https://www.coloplast.com,European Health Tech,Discovered,European Health Tech
https://www.min-laege.dk,European Health Tech,Discovered,European Health Tech
https://ehealth.fr,Generated Domain,Discovered,Potential Health Tech
https://careservice.be,Generated Domain,Discovered,Potential Health Tech
https://technologyhealth.se,Generated Domain,Discovered,Potential Health Tech
https://www.kranushealth.com/de/therapien/inkontinenz,User Hardcoded,Discovered,Verified Health Tech
https://platformmedical.se,Generated Domain,Discovered,Potential Health Tech
https://www.medatixx.de,German Health Tech,Discovered,German Health Tech
https://patientservice.fr,Generated Domain,Discovered,Potential Health Tech
https://www.deepmentation.ai/,User Hardcoded,Discovered,Verified Health Tech
https://serviceclinic.fr,Generated Domain,Discovered,Potential Health Tech
https://servicesmedicine.co.uk,Generated Domain,Discovered,Potential Health Tech
https://www.felmo.de,German Health Tech,Discovered,German Health Tech
https://apphospital.it,Generated Domain,Discovered,Potential Health Tech
https://www.cliniserve.de/,User Hardcoded,Discovered,Verified Health Tech
https://med-systems.fr,Generated Domain,Discovered,Potential Health Tech
https://www.faes.es,European Health Tech,Discovered,European Health Tech
https://icare.de,Generated Domain,Discovered,Potential Health Tech
https://www.3shape.com,European Health Tech,Discovered,European Health Tech
https://www.mediteo.com,German Health Tech,Discovered,German Health Tech
https://www.dpv-analytics.com/,User Hardcoded,Discovered,Verified Health Tech
https://www.radiometer.com,European Health Tech,Discovered,European Health Tech
https://gotherapy.com,Generated Domain,Discovered,Potential Health Tech
https://medical-solutions.uk,Generated Domain,Discovered,Potential Health Tech
https://hospitaltechnology.fr,Generated Domain,Discovered,Potential Health Tech
https://thepatient.ch,Generated Domain,Discovered,Potential Health Tech
https://gomedicine.ch,Generated Domain,Discovered,Potential Health Tech
https://www.siemens-healthineers.com,German Health Tech,Discovered,German Health Tech
https://24medicine.de,Generated Domain,Discovered,Potential Health Tech
https://doctorservice.de,Generated Domain,Discovered,Potential Health Tech
https://careservices.it,Generated Domain,Discovered,Potential Health Tech
https://www.selfapy.de,German Health Tech,Discovered,German Health Tech
http://dopavision.com/,User Hardcoded,Discovered,Verified Health Tech
https://www.cerascreen.de,German Health Tech,Discovered,German Health Tech
https://www.chipsoft.com,European Health Tech,Discovered,European Health Tech
https://hospital-technology.nl,Generated Domain,Discovered,Potential Health Tech
https://systemsclinic.ch,Generated Domain,Discovered,Potential Health Tech
https://www.biomerieux.com,European Health Tech,Discovered,European Health Tech
https://appdoctor.com,Generated Domain,Discovered,Potential Health Tech
https://idoctor.nl,Generated Domain,Discovered,Potential Health Tech
https://solutionstherapy.dk,Generated Domain,Discovered,Potential Health Tech
https://www.tutech.de,German Health Tech,Discovered,German Health Tech
https://serviceshealth.be,Generated Domain,Discovered,Potential Health Tech
https://techmed.de,Generated Domain,Discovered,Potential Health Tech
https://www.biosynex.com,European Health Tech,Discovered,European Health Tech
https://www.suppremol.com,German Health Tech,Discovered,German Health Tech
https://www.arriver.com,German Health Tech,Discovered,German Health Tech
https://servicesdoctor.uk,Generated Domain,Discovered,Potential Health Tech
https://hospital-solutions.it,Generated Domain,Discovered,Potential Health Tech
https://mytherapy.dk,Generated Domain,Discovered,Potential Health Tech
https://www.docfinder.at,European Health Tech,Discovered,European Health Tech
https://servicescare.de,Generated Domain,Discovered,Potential Health Tech
https://technologymedic.be,Generated Domain,Discovered,Potential Health Tech
https://doc-solutions.co.uk,Generated Domain,Discovered,Potential Health Tech
https://www.ferring.com,European Health Tech,Discovered,European Health Tech
https://docapp.ch,Generated Domain,Discovered,Potential Health Tech
https://mypatient.co.uk,Generated Domain,Discovered,Potential Health Tech
https://healthcaretechnology.uk,Generated Domain,Discovered,Potential Health Tech
https://www.newpharma.nl,European Health Tech,Discovered,European Health Tech
https://thecare.be,Generated Domain,Discovered,Potential Health Tech
https://technologyclinic.be,Generated Domain,Discovered,Potential Health Tech
https://medtechnology.it,Generated Domain,Discovered,Potential Health Tech
https://medicinetechnology.de,Generated Domain,Discovered,Potential Health Tech
https://doctech.co.uk,Generated Domain,Discovered,Potential Health Tech
https://technologymed.dk,Generated Domain,Discovered,Potential Health Tech
https://www.rockethealth.com,German Health Tech,Discovered,German Health Tech
https://www.nanoscale.de,German Health Tech,Discovered,German Health Tech
https://www.promethera.com,European Health Tech,Discovered,European Health Tech
https://treatment-systems.se,Generated Domain,Discovered,Potential Health Tech
https://thephysician.se,Generated Domain,Discovered,Potential Health Tech
https://careplatform.dk,Generated Domain,Discovered,Potential Health Tech
