url,source,confidence,category
https://healthtech.de,Generated Pattern,3,Potential Domain
https://clinicapp.io,Generated Pattern,3,Potential Domain
https://clinicapp.com,Generated Pattern,3,Potential Domain
https://medsmart.de,Generated Pattern,3,Potential Domain
https://healthai.de,Generated Pattern,3,Potential Domain
https://clinic-smart.de,Generated Pattern,3,Potential Domain
https://docsmart.com,Generated Pattern,3,Potential Domain
https://medtech.com,Generated Pattern,3,Potential Domain
https://care-tech.io,Generated Pattern,3,Potential Domain
https://healthai.io,Generated Pattern,3,Potential Domain
https://health-smart.com,Generated Pattern,3,Potential Domain
https://docai.de,Generated Pattern,3,Potential Domain
https://doc-tech.com,Generated Pattern,3,Potential Domain
https://health-ai.io,Generated Pattern,3,Potential Domain
https://clinic-app.de,Generated Pattern,3,Potential Domain
https://health-ai.de,Generated Pattern,3,Potential Domain
https://caretech.de,Generated Pattern,3,Potential Domain
https://docdigital.de,Generated Pattern,3,Potential Domain
https://med-tech.com,Generated Pattern,3,Potential Domain
https://doc-smart.com,Generated Pattern,3,Potential Domain
https://care-app.de,Generated Pattern,3,Potential Domain
https://clinicsmart.de,Generated Pattern,3,Potential Domain
https://clinic-ai.com,Generated Pattern,3,Potential Domain
https://clinictech.de,Generated Pattern,3,Potential Domain
https://doc-smart.de,Generated Pattern,3,Potential Domain
https://healthdigital.com,Generated Pattern,3,Potential Domain
https://med-smart.com,Generated Pattern,3,Potential Domain
https://careai.io,Generated Pattern,3,Potential Domain
https://clinic-smart.io,Generated Pattern,3,Potential Domain
https://doc-tech.de,Generated Pattern,3,Potential Domain
https://caretech.io,Generated Pattern,3,Potential Domain
https://doc-ai.de,Generated Pattern,3,Potential Domain
https://doctech.io,Generated Pattern,3,Potential Domain
https://clinic-app.com,Generated Pattern,3,Potential Domain
https://clinic-tech.de,Generated Pattern,3,Potential Domain
https://caresmart.de,Generated Pattern,3,Potential Domain
https://med-tech.de,Generated Pattern,3,Potential Domain
https://care-digital.com,Generated Pattern,3,Potential Domain
https://careapp.io,Generated Pattern,3,Potential Domain
https://health-app.com,Generated Pattern,3,Potential Domain
https://healthsmart.com,Generated Pattern,3,Potential Domain
https://docsmart.io,Generated Pattern,3,Potential Domain
https://clinic-digital.com,Generated Pattern,3,Potential Domain
https://medapp.com,Generated Pattern,3,Potential Domain
https://clinicsmart.com,Generated Pattern,3,Potential Domain
https://docai.com,Generated Pattern,3,Potential Domain
https://docapp.com,Generated Pattern,3,Potential Domain
https://clinicdigital.com,Generated Pattern,3,Potential Domain
https://doc-smart.io,Generated Pattern,3,Potential Domain
https://healthtech.io,Generated Pattern,3,Potential Domain
https://med-digital.de,Generated Pattern,3,Potential Domain
https://doctech.com,Generated Pattern,3,Potential Domain
https://clinic-ai.io,Generated Pattern,3,Potential Domain
https://careai.com,Generated Pattern,3,Potential Domain
https://doc-digital.io,Generated Pattern,3,Potential Domain
https://care-smart.io,Generated Pattern,3,Potential Domain
https://care-tech.de,Generated Pattern,3,Potential Domain
https://medapp.io,Generated Pattern,3,Potential Domain
https://meddigital.de,Generated Pattern,3,Potential Domain
https://caredigital.de,Generated Pattern,3,Potential Domain
https://healthsmart.io,Generated Pattern,3,Potential Domain
https://careapp.com,Generated Pattern,3,Potential Domain
https://clinicai.com,Generated Pattern,3,Potential Domain
